id,date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
20,2019-11-30 21:46:56,EarthAccounting,,0,2,2,"#Brazil Company Invests $5.5 Million to Grow the Country’s Plant-Based Meat Industry&nbsp; https://vegnews.com/2019/11/brazilian-company-invests-5.5-million-to-grow-the-country-s-plant-based-meat-industry … via @VegNews #food #environment",,@VegNews,#Brazil #food #environment,1200894003148800000,https://twitter.com/EarthAccounting/status/1200894003148800000
21,2019-11-30 21:46:10,GreeningHomes,,0,0,0,"Not easy being #green? Think again - http://dld.bz/hp7av #homerenovation #Toronto #nontoxic #healthyhome #environment #responsible #renovationpic.twitter.com/epaIKnyPjt",,,#green #homerenovation #Toronto #nontoxic #healthyhome #environment #responsible #renovationpic,1200893811372761088,https://twitter.com/GreeningHomes/status/1200893811372761088
22,2019-11-30 21:45:04,EcoInternetDrGB,,0,0,0,"Playing a global shell game with #climatechange: The Sentinel-Record https://www.hotsr.com/news/2019/nov/17/playing-a-global-shell-game-with-climat/ … #environment MORE w/ EcoSearch - news: https://search.ecointernet.org/search/results?q=climate%20playing%20global%20shell%20game%20change&w=relevance … web: https://search.ecointernet.org/search/results?q=climate%20playing%20global%20shell%20game%20change&s=web …",,,#climatechange #environment,1200893534544384000,https://twitter.com/EcoInternetDrGB/status/1200893534544384000
23,2019-11-30 21:44:54,benjaminhgordon,colinkhughes,1,3,4,"This MIT analysis tells you that the growth of #ecommerce is actually good for the #environment, and is reducing the #carbonfootprint of #Transportation and #logistics.https://twitter.com/colinkhughes/status/1199753211374120961 …",,,#ecommerce #environment #carbonfootprint #Transportation #logistics,1200893490584010752,https://twitter.com/benjaminhgordon/status/1200893490584010752
24,2019-11-30 21:44:36,Mandyleeb42,,0,0,1,"I’m on Insta as Texasinkedgrandma #love #peace and #trees #environment #balance #journey #oilfield #invention #intellectualpropertypic.twitter.com/It2Cc3FbPv",,,#love #peace #trees #environment #balance #journey #oilfield #invention #intellectualpropertypic,1200893414457434112,https://twitter.com/Mandyleeb42/status/1200893414457434112
25,2019-11-30 21:42:22,TheOrganicView,,0,0,0,"Do you offer a sustainable service? Please contact TheOrganicView http://goo.gl/CK1dvz #environment #energy #sustainability",,,#environment #energy #sustainability,1200892853226000385,https://twitter.com/TheOrganicView/status/1200892853226000385
26,2019-11-30 21:41:03,EarthAccounting,,0,0,1,"#Vegan Drive Thru Plant Power Fast Food Takes Over Carl’s Jr. Location https://www.livekindly.co/vegan-drive-thru-plant-power-fast-food-carls-jr/ … via @livekindlyco #food #environment",,@livekindlyco,#Vegan #food #environment,1200892522957926400,https://twitter.com/EarthAccounting/status/1200892522957926400
27,2019-11-30 21:39:54,Mandyleeb42,,0,0,0,"I can only stay in the positive zone.. Year of the Eagle: Year of the Condor #environment #negativefreezone #dream #dreamcatchertattoo #retiredmodel #inkedgirls #retirednurse #innovatormindset #oilfieldlife… https://www.instagram.com/p/BUkXCE_DDpl/?igshid=87ha03x726ki …",,,#environment #negativefreezone #dream #dreamcatchertattoo #retiredmodel #inkedgirls #retirednurse #innovatormindset #oilfieldlife,1200892233982984193,https://twitter.com/Mandyleeb42/status/1200892233982984193
28,2019-11-30 21:35:05,wilsonplumber,,0,0,0,"This mixed use green building proves that an all wood #conservation concept works. #architecture #environment http://ow.ly/bcx230pUTFo",,,#conservation #architecture #environment,1200891020935933954,https://twitter.com/wilsonplumber/status/1200891020935933954
29,2019-11-30 21:35:03,EcoInternetDrGB,,1,1,2,"Amherst in 2050: Carbon neutral?: Amherst Bulletin https://www.amherstbulletin.com/Energy-and-Climate-Action-Committee-bringing-forward-initial-recommendations-to-Amherst-Town-Council-30475905 … #environment MORE w/ EcoSearch - news: https://search.ecointernet.org/search/results?q=carbon%20amherst%20neutral&w=relevance … web: https://search.ecointernet.org/search/results?q=carbon%20amherst%20neutral&s=web …",,,#environment,1200891011951558656,https://twitter.com/EcoInternetDrGB/status/1200891011951558656
30,2019-11-30 21:33:03,EcoInternetDrGB,,0,2,0,"Conspiracy, commerce and #climate denial: inside the parallel universe of Alan Jones: Guardian https://www.theguardian.com/media/2019/dec/01/conspiracy-commerce-and-climate-denial-inside-the-parallel-universe-of-alan-jones … #environment MORE w/ EcoSearch - news: https://search.ecointernet.org/search/results?q=climate%20conspiracy%20commerce%20denial%20inside%20parallel%20universe%20alan&w=relevance … web: https://search.ecointernet.org/search/results?q=climate%20conspiracy%20commerce%20denial%20inside%20parallel%20universe%20alan&s=web …",,,#climate #environment,1200890509947895810,https://twitter.com/EcoInternetDrGB/status/1200890509947895810
31,2019-11-30 21:31:03,EcoInternetDrGB,,0,1,0,"#Typhoon Haiyan Killed Thousands Of People In The Philippines. Its Survivors Want Justice.: BuzzFeed News https://www.buzzfeednews.com/article/lesterfeder/they-survived-a-storm-that-killed-thousands-now-they-want?bftwnews&utm_term=4ldqpgc#4ldqpgc … #environment MORE w/ EcoSearch - news: https://search.ecointernet.org/search/results?q=typhoon%20haiyan%20killed%20thousand%20people%20philippine%20survivor%20want&w=relevance … web: https://search.ecointernet.org/search/results?q=typhoon%20haiyan%20killed%20thousand%20people%20philippine%20survivor%20want&s=web …",,,#Typhoon #4ldqpgc #environment,1200890005188513792,https://twitter.com/EcoInternetDrGB/status/1200890005188513792
32,2019-11-30 21:29:42,BethAnn137,,0,0,1,"@ecspgh @LouisBarr I love finding hidden gems like this. I guess we’re doing something right. #growingcitizens #ClimateChange #pollution #environment pic.twitter.com/UwkDEN3H9p",,@ecspgh @LouisBarr,#growingcitizens #ClimateChange #pollution #environment,1200889664854544386,https://twitter.com/BethAnn137/status/1200889664854544386
33,2019-11-30 21:28:03,EcoInternetDrGB,,0,0,0,"NMSU to host #sustainable agriculture conference at UNM: News-Bulletin http://www.news-bulletin.com/news/nmsu-to-host-sustainable-agriculture-conference-at-unm/article_c94184e0-1160-11ea-a60e-e7bf0b3e7f3e.html … #environment MORE w/ EcoSearch - news: https://search.ecointernet.org/search/results?q=sustainable%20agriculture%20nmsu%20host%20conference%20unm&w=relevance … web: https://search.ecointernet.org/search/results?q=sustainable%20agriculture%20nmsu%20host%20conference%20unm&s=web …",,,#sustainable #environment,1200889251279196160,https://twitter.com/EcoInternetDrGB/status/1200889251279196160
34,2019-11-30 21:25:02,SpeedTreeInc,,0,0,3,"Now that Black Friday madness is over, you should take a relaxing scroll through the forest of trees on our store, now 30% off! Shop Here: https://buff.ly/2QYaylk | #Foliage #3D #CG #Render #Landscape #Environment #Application #Software #BlackFriday #CyberMonday #SpeedTreepic.twitter.com/UPlQ2E46Cg",,,#Foliage #3D #CG #Render #Landscape #Environment #Application #Software #BlackFriday #CyberMonday #SpeedTreepic,1200888492655628291,https://twitter.com/SpeedTreeInc/status/1200888492655628291
35,2019-11-30 21:22:45,bgaymoreoften,,0,0,1,"In Murder She Wrote, Jessica Fletcher goes to Washington from Maine to clean up Congress & testifies on threat corporations pose to #environment & #economy. Mainers have the opportunity to make this happen for real by electing @LisaForMaine to US Senate! https://murdershewroteshewatched.tumblr.com/post/17281849918/113-capitol-offense …pic.twitter.com/ATHaXtFdYP",,@LisaForMaine,#environment #economy,1200887916358250496,https://twitter.com/bgaymoreoften/status/1200887916358250496
36,2019-11-30 21:19:20,VeraTweed,,0,0,1,"Here are 5 good reasons to #celebrate the #holidays with #organic #food - good for your #health and the #environment @betternutritionhttps://www.betternutrition.com/diet-and-nutrition/facts-about-organic-food …",,@betternutritionhttps,#celebrate #holidays #organic #food #health #environment,1200887057117171712,https://twitter.com/VeraTweed/status/1200887057117171712
37,2019-11-30 21:18:25,SenorChavezU,,0,4,1,"Again, #Fourpeaks #AZ, 7am morning. #finance #AI #IOT #environment #data #startups #innovation #Brexit #data #innovation #economy #marketing #business #startup #entrepreneur #weddings #wine #beerpic.twitter.com/CnqERNTR3c",,,#Fourpeaks #AZ #finance #AI #IOT #environment #data #startups #innovation #Brexit #data #innovation #economy #marketing #business #startup #entrepreneur #weddings #wine #beerpic,1200886825960628225,https://twitter.com/SenorChavezU/status/1200886825960628225
38,2019-11-30 21:14:20,mikejanesin,,1,0,1,"There is snow on the mountaintops behind my house. It's below 70° here in #SoCal so that basically means it feels like it is a million degrees below 0 to me...but I can still wear shorts. #environment #mountainspic.twitter.com/zOwrqzdL42",,,#SoCal #environment #mountainspic,1200885799895482368,https://twitter.com/mikejanesin/status/1200885799895482368
39,2019-11-30 21:12:40,Nat_DrawsNG,,0,0,0,"environmental love #drawings #story #comics #ocs #lexandnoah #lexandnoahcomic #environment #Loverpic.twitter.com/xrUj4Ff7uQ",,,#drawings #story #comics #ocs #lexandnoah #lexandnoahcomic #environment #Loverpic,1200885378879606784,https://twitter.com/Nat_DrawsNG/status/1200885378879606784
40,2019-11-30 21:12:04,EcoInternetDrGB,,0,5,8,"#Climate action is no longer a luxury but a necessity: The Age https://www.theage.com.au/national/climate-action-is-no-longer-a-luxury-but-a-necessity-20191129-p53fck.html?ref=rss&utm_medium=rss&utm_source=rss_national … #environment MORE w/ EcoSearch - news: https://search.ecointernet.org/search/results?q=climate%20action%20longer%20luxury%20necessity&w=relevance … web: https://search.ecointernet.org/search/results?q=climate%20action%20longer%20luxury%20necessity&s=web …",,,#Climate #environment,1200885227586899973,https://twitter.com/EcoInternetDrGB/status/1200885227586899973
41,2019-11-30 21:09:04,EcoInternetDrGB,,0,1,0,"Agriculture without emissions: Development and Conservation https://www.dandc.eu/en/article/political-will-most-important-driver-climate-neutral-agriculture … #environment MORE w/ EcoSearch - news: https://search.ecointernet.org/search/results?q=agriculture%20emission%20without&w=relevance … web: https://search.ecointernet.org/search/results?q=agriculture%20emission%20without&s=web …",,,#environment,1200884473098731520,https://twitter.com/EcoInternetDrGB/status/1200884473098731520
42,2019-11-30 21:07:45,SenorChavezU,,0,3,0,"#fourpeaks, cholla, saguaro, high desert, mountain, Cumulonimbus, #Arizona #finance #AI #IOT #environment #data #startups #innovation #Brexit #data #innovation #economy #marketing #business #startup #entrepreneur #weddings #wine #beerpic.twitter.com/jPsOqe3ad3",,,#fourpeaks #Arizona #finance #AI #IOT #environment #data #startups #innovation #Brexit #data #innovation #economy #marketing #business #startup #entrepreneur #weddings #wine #beerpic,1200884141094395904,https://twitter.com/SenorChavezU/status/1200884141094395904
43,2019-11-30 21:05:03,CARTEEH_UTC,,0,1,0,"Now Available: Transportation Emissions, Air Pollution, Exposures and Health Literature Library. #Transportation #Emissions #Exposure #PublicHealth #Environment #AirPollutionhttp://ow.ly/EZha30jl8Ro",,,#Transportation #Emissions #Exposure #PublicHealth #Environment #AirPollutionhttp,1200883462477144064,https://twitter.com/CARTEEH_UTC/status/1200883462477144064
44,2019-11-30 21:01:55,angellight,,0,0,0,"Thank u Andy Hess for supporting the film #KNIGHTS58 & the #environment. Andy played strong safety/running back, #43 during the 79 season. @Knights58Moviepic.twitter.com/b3C4whdcF4",,@Knights58Moviepic,#KNIGHTS58 #environment #43,1200882673427898369,https://twitter.com/angellight/status/1200882673427898369
45,2019-11-30 21:00:26,brexitfreenews,,0,0,0,"Battersea Bridge whale found motionless on shore https://ift.tt/33Btw3X #brexitfree #news #science #environment",,,#brexitfree #news #science #environment,1200882300671713280,https://twitter.com/brexitfreenews/status/1200882300671713280
46,2019-11-30 21:00:10,ejn_greencareer,,0,3,1,"Giant illegal waste dump found in regional South Australia https://buff.ly/2rwxMVc #environment #WasteManagementpic.twitter.com/EQVXLgi3iL",,,#environment #WasteManagementpic,1200882234263248898,https://twitter.com/ejn_greencareer/status/1200882234263248898
47,2019-11-30 21:00:04,CaffreyEj,,0,0,0,"Coal Industry Knew Of Dangers Of Rising Carbon Emissions In 1966 https://youtu.be/jvZ4lFejhss via @YouTube #Environment",,@YouTube,#Environment,1200882209613373441,https://twitter.com/CaffreyEj/status/1200882209613373441
48,2019-11-30 20:58:44,Alesia_US,,0,0,0,"Is drinking cow's #milk good for adults? It is not needed which is why consumption is down 20%. #Calcium can come from #figs, #broccoli and #oranges - all better for #animals and the #environment ⁦ @MoveTheWorldUS⁩https://www.usatoday.com/story/news/health/2019/11/29/drinking-cows-milk-good-adults-its-health-benefits-explained/4309035002/ …",,@MoveTheWorldUS,#milk #Calcium #figs #broccoli #oranges #animals #environment,1200881872227700736,https://twitter.com/Alesia_US/status/1200881872227700736
49,2019-11-30 20:55:18,curiousi_tree,,0,0,0,"I’ve seen a lot of #urbantree vandalism, but this is the top of the bullshit meter. I hope it costs you a f**king fortune in removal fees. #trees #environment #urbancanopypic.twitter.com/8AYtn1nSbJ",,,#urbantree #trees #environment #urbancanopypic,1200881007458545664,https://twitter.com/curiousi_tree/status/1200881007458545664
50,2019-11-30 20:49:54,JasonNixonAB,MattWolfAB,4,6,23,"This is potential big news for Alberta and for global emissions reduction. #AbLeg #environment https://twitter.com/mattwolfab/status/1200866307031191552 …",,,#AbLeg #environment,1200879649305194496,https://twitter.com/JasonNixonAB/status/1200879649305194496
51,2019-11-30 20:47:53,GKelly_HB,,1,2,0,"#RenewableEnergy to overtake #coal in #America by 2021. Great news for human #health and the #environment. #ClimateChange #solar #solarenergy #solarpower #wind #windenergy #hydrohttps://thehill.com/policy/energy-environment/472291-americans-could-use-renewable-energy-from-solar-wind-and-hydro?amp …",,,#RenewableEnergy #coal #America #health #environment #ClimateChange #solar #solarenergy #solarpower #wind #windenergy #hydrohttps,1200879143182905345,https://twitter.com/GKelly_HB/status/1200879143182905345
52,2019-11-30 20:46:34,DAYLEE,TreeBanker,1,0,0,"#GlobalWarming #environment #climatechangehttps://twitter.com/TreeBanker/status/1200877223512825856 …",,,#GlobalWarming #environment #climatechangehttps,1200878811723657216,https://twitter.com/DAYLEE/status/1200878811723657216
53,2019-11-30 20:41:54,FlClimatePledge,,0,0,0,"Florida is on the verge of allowing oil drilling in both the Everglades and Apalachicola basin. Sign the Pledge #FlClimatePledge #OilDrilling #Florida #Environment #Evergladeshttp://ow.ly/WIUN50xorc3",,,#FlClimatePledge #OilDrilling #Florida #Environment #Evergladeshttp,1200877635317960705,https://twitter.com/FlClimatePledge/status/1200877635317960705
54,2019-11-30 20:41:03,GKelly_HB,,0,0,0,"How Thanksgiving leftovers can fuel #energy production and conserve #landfill space. #ClimateAction #environment #ClimateChange #food #wastehttps://www.kunc.org/post/digesting-thanksgiving-leftovers-one-utah-facility-turning-food-waste-energy#stream/0 …",,,#energy #landfill #ClimateAction #environment #ClimateChange #food #wastehttps #stream,1200877422763237377,https://twitter.com/GKelly_HB/status/1200877422763237377
55,2019-11-30 20:41:01,EcoInternetDrGB,,0,1,0,"Scientists Are Using Speakers to Revive Damaged Coral Reefs By Luring Fish Back With Healthy Reef Sounds: Good News Network https://www.goodnewsnetwork.org/reviving-damaged-coral-reefs-with-underwater-speakers/ … #ocean #environment More on Web: https://www.EcoInternet.org/",,,#ocean #environment,1200877416538787840,https://twitter.com/EcoInternetDrGB/status/1200877416538787840
56,2019-11-30 20:39:04,EcoInternetDrGB,,0,3,1,"COP25: Ireland 'likely to be identified as a climate laggard': The Irish Times https://www.irishtimes.com/news/environment/cop25-ireland-likely-to-be-identified-as-a-climate-laggard-1.4098197 … #environment MORE w/ EcoSearch - news: https://search.ecointernet.org/search/results?q=climate%20cop%20ireland%20likely%20identified%20laggard&w=relevance … web: https://search.ecointernet.org/search/results?q=climate%20cop%20ireland%20likely%20identified%20laggard&s=web …",,,#environment,1200876922189705216,https://twitter.com/EcoInternetDrGB/status/1200876922189705216
57,2019-11-30 20:38:03,EcoInternetDrGB,,0,1,1,"50 Years After the Occupation of Alcatraz, Native American Activists Gather—and Resist: Vogue https://www.vogue.com/article/unthanksgiving-day-alcatraz-50th-anniversary-2019 … #environment MORE w/ EcoSearch - news: https://search.ecointernet.org/search/results?q=native%20year%20occupation%20alcatraz%20american%20activist%20gather%20resist&w=relevance … web: https://search.ecointernet.org/search/results?q=native%20year%20occupation%20alcatraz%20american%20activist%20gather%20resist&s=web …",,,#environment,1200876666081275904,https://twitter.com/EcoInternetDrGB/status/1200876666081275904
58,2019-11-30 20:34:53,shikhanksharma,,0,0,0,"Could Urban Farms Be the Preschools of the Future? #sustainability #urbanplanning #environment https://www.citylab.com/life/2016/03/could-urban-farms-be-the-preschools-of-the-future/472548/?utm_term=2019-11-27T14%3A46%3A55&utm_campaign=citylab&utm_content=edit-promo&utm_medium=social&utm_source=twitter?utm_source=twb …",,,#sustainability #urbanplanning #environment,1200875869763506176,https://twitter.com/shikhanksharma/status/1200875869763506176
59,2019-11-30 20:30:11,CarolynPistone,,0,0,0,"DGW What If Video 2019 #green #environment #community #sustainable #collaboration #kindness on the planet #BestForTheWorld2019 #clearbluecommercial #b-corp http://ow.ly/fc0B50xf71Z",,,#green #environment #community #sustainable #collaboration #kindness #BestForTheWorld2019 #clearbluecommercial #b,1200874689578651651,https://twitter.com/CarolynPistone/status/1200874689578651651
60,2019-11-30 20:27:03,EcoInternetDrGB,,0,2,2,"Most Australians Want Businesses To Be Fully Powered By #Renewables, Poll Finds: The Rising https://therising.co/2019/11/30/most-australians-want-businesses-fully-powered-renewables/ … #environment MORE w/ EcoSearch - news: https://search.ecointernet.org/search/results?q=australian%20want%20business%20fully%20powered%20renewables%20poll%20find&w=relevance … web: https://search.ecointernet.org/search/results?q=australian%20want%20business%20fully%20powered%20renewables%20poll%20find&s=web …",,,#Renewables #environment,1200873899530997760,https://twitter.com/EcoInternetDrGB/status/1200873899530997760
61,2019-11-30 20:24:04,EcoInternetDrGB,,0,0,1,"An even bigger climate problem: Science Magazine https://science.sciencemag.org/content/366/6469/1053 … #environment MORE w/ EcoSearch - news: https://search.ecointernet.org/search/results?q=climate%20even%20bigger%20problem&w=relevance … web: https://search.ecointernet.org/search/results?q=climate%20even%20bigger%20problem&s=web …",,,#environment,1200873148163297280,https://twitter.com/EcoInternetDrGB/status/1200873148163297280
62,2019-11-30 20:24:02,forkmespoonme,,0,0,0,"Planning to sit in front of a roaring fire this weekend? Here's a superior fire starter https://buff.ly/2QbWN23 #environment #getromanticpic.twitter.com/3MJxyT5VkG",,,#environment #getromanticpic,1200873139837788160,https://twitter.com/forkmespoonme/status/1200873139837788160
63,2019-11-30 20:23:03,EcoInternetDrGB,,0,0,1,"Fact check: how credible is the war on Australia's environmental 'green tape'?: Guardian https://www.theguardian.com/environment/2019/dec/01/fact-check-how-credible-is-the-war-on-australias-environmental-green-tape … #environment MORE w/ EcoSearch - news: https://search.ecointernet.org/search/results?q=war%20environmental%20green%20fact%20check%20credible%20australia%20tape&w=relevance … web: https://search.ecointernet.org/search/results?q=war%20environmental%20green%20fact%20check%20credible%20australia%20tape&s=web …",,,#environment,1200872893854314496,https://twitter.com/EcoInternetDrGB/status/1200872893854314496
64,2019-11-30 20:09:23,tuncalik,,0,2,0,"90 minutes of concentrated wisdom: A Conversation with Vandana Shiva https://www.youtube.com/watch?v=4cdFXKDAaQw … #ecology #environment #democracy #agriculture #economy",,,#ecology #environment #democracy #agriculture #economy,1200869452549705730,https://twitter.com/tuncalik/status/1200869452549705730
65,2019-11-30 20:00:37,JesusCardiel_,muyinteresante,0,0,0,"Se trata de recetas sencillas, con ingredientes habituales y fáciles de conseguir, siempre y cuando sean de temporada y no hayan recorrido cientos de kilómetros hasta la cocina #environment #socialmedia #socialnetworks #instaboy #siguemeytesigo #sabadodeganarseguidores #foodiehttps://twitter.com/muyinteresante/status/1200851996846252034 …",,,#environment #socialmedia #socialnetworks #instaboy #siguemeytesigo #sabadodeganarseguidores #foodiehttps,1200867245905371136,https://twitter.com/JesusCardiel_/status/1200867245905371136
66,2019-11-30 20:00:22,mOppenheimTV,,0,0,0,"#NonprofitSpotlight: “Once you address that issue then people have the desire to go out into nature and protect it,” says Norman Gershenz Director, CEO, and, Co-Founder of SaveNature Org. #Nature #Environment #Animals #WildLife #ClimateChangehttp://ow.ly/fR8z50xoaN3",,,#NonprofitSpotlight #Nature #Environment #Animals #WildLife #ClimateChangehttp,1200867183355674630,https://twitter.com/mOppenheimTV/status/1200867183355674630
