id,date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
52,2011-12-29 15:27:34,GetEnvScienJobs,,0,0,0,"Environment... - #Fresno , CA (http://tinyurl.com/d6deb6p ) Get Environmental Scientist Jobs #EnvironmentalScientist #jobs #job #GetAllJobs",,,#Fresno #EnvironmentalScientist #jobs #job #GetAllJobs,152410436850040832,https://twitter.com/GetEnvScienJobs/status/152410436850040832
53,2011-12-29 15:03:13,K47B34,,1,1,0,"2nd Day at @Pavlv! Love the family environment here. Everyone is SO cool. (@514 Studios) http://4sq.com/shL4uc",,@Pavlv @514,,152404310012071936,https://twitter.com/K47B34/status/152404310012071936
54,2011-12-29 15:02:46,durantmsoe,,0,0,0,"Risk environment and perception in plane and car automation. Article & good podcast. http://spectrum.ieee.org/podcast/aerospace/aviation/the-benefits-of-risk … #fb",,,#fb,152404194127654912,https://twitter.com/durantmsoe/status/152404194127654912
55,2011-12-29 13:17:48,GetEnvScienJobs,,0,0,0,"Environment... - #Boston , MA (http://tinyurl.com/cmgcun5 ) Get Environmental Scientist Jobs #EnvironmentalScientist #jobs #job #GetAllJobs",,,#Boston #EnvironmentalScientist #jobs #job #GetAllJobs,152377778828873728,https://twitter.com/GetEnvScienJobs/status/152377778828873728
56,2011-12-29 12:13:39,madisonjobsx,,0,1,0,"Campus Physical Environment Director - Epic - Madison, WI: Epic needs someone who is attentive to every detail ... http://bit.ly/uTVpNU",,,,152361636987027456,https://twitter.com/madisonjobsx/status/152361636987027456
57,2011-12-29 09:15:48,98501,,0,0,0,"Olympia Area Kitchen Designer – Cabinets By Trivonna: Creates Another Nurturing Environment http://bit.ly/vGE4rc via http://outside.in/98501",,,,152316876939214848,https://twitter.com/98501/status/152316876939214848
58,2011-12-29 09:15:47,98502,,0,0,0,"Olympia Area Kitchen Designer – Cabinets By Trivonna: Creates Another Nurturing Environment http://bit.ly/sGzyrZ via http://outside.in/98502",,,,152316876242948096,https://twitter.com/98502/status/152316876242948096
59,2011-12-29 05:49:35,Anyaleman1993,,0,0,0,"I hate being around this environment",,,,152264984846540800,https://twitter.com/Anyaleman1993/status/152264984846540800
60,2011-12-29 04:34:44,GetAnimalJobs,,0,0,0,"Telecommute Environment, Human Rights, A... - #LosAngeles , CA (http://tinyurl.com/bn93rkb ) Get Animal Jobs #Animal #jobs #job #GetAllJobs",,,#LosAngeles #Animal #jobs #job #GetAllJobs,152246145211576322,https://twitter.com/GetAnimalJobs/status/152246145211576322
61,2011-12-29 04:00:59,GetAnimalJobs,,0,0,0,"Telecommute Environment, Human Rights,... - #SanFrancisco , CA (http://tinyurl.com/cauldyh ) Get Animal Jobs #Animal #jobs #job #GetAllJobs",,,#SanFrancisco #Animal #jobs #job #GetAllJobs,152237653142671360,https://twitter.com/GetAnimalJobs/status/152237653142671360
62,2011-12-29 03:38:23,GetAnimalJobs,,0,0,0,"Telecommute Environment, Human Rights, Anim... - #Chicago , IL (http://tinyurl.com/cd8nkm6 ) Get Animal Jobs #Animal #jobs #job #GetAllJobs",,,#Chicago #Animal #jobs #job #GetAllJobs,152231963804176384,https://twitter.com/GetAnimalJobs/status/152231963804176384
63,2011-12-29 02:19:52,__duck,,0,0,0,"Sick and tired of my environment",,,,152212207252414464,https://twitter.com/__duck/status/152212207252414464
64,2011-12-29 02:15:31,02817,,0,0,0,"Recycling Holiday Items Helps Town, Environment http://bit.ly/vhtacE via http://outside.in/02817",,,,152211109238161409,https://twitter.com/02817/status/152211109238161409
65,2011-12-29 02:15:30,02816,,0,0,0,"Recycling Holiday Items Helps Town, Environment http://bit.ly/uZKRCV via http://outside.in/02816",,,,152211108378312704,https://twitter.com/02816/status/152211108378312704
66,2011-12-29 00:39:48,RaayahKing,,0,0,0,"What you won't from me I am a fuk up person a product of my environment",,,,152187024105934848,https://twitter.com/RaayahKing/status/152187024105934848
67,2011-12-29 00:15:39,07724,,0,0,0,"Freewood Acres Provides Continued Service in Family Environment http://bit.ly/rpIf3b via http://outside.in/07724",,,,152180946450391041,https://twitter.com/07724/status/152180946450391041
68,2011-12-29 00:15:39,07703,,0,0,0,"Freewood Acres Provides Continued Service in Family Environment http://bit.ly/w4hPT7 via http://outside.in/07703",,,,152180944936239104,https://twitter.com/07703/status/152180944936239104
69,2011-12-28 22:18:12,63005,,0,0,0,"#1 Support Teachers & the Environment http://bit.ly/roXbhY via http://outside.in/63005",,,#1,152151386937761793,https://twitter.com/63005/status/152151386937761793
70,2011-12-28 22:15:44,07727,,0,0,0,"Freewood Acres Provides Continued Service in Family Environment http://bit.ly/teK7Kc via http://outside.in/07727",,,,152150767946567681,https://twitter.com/07727/status/152150767946567681
71,2011-12-28 22:10:13,JazhuaVanboven,,0,0,1,"Be a yardstick of quality. Some people aren't used to an environment where excellence is expected. - Steve Jobs”",,,,152149381037035520,https://twitter.com/JazhuaVanboven/status/152149381037035520
72,2011-12-28 20:32:07,EBFIVE7,AdrienneMaloof,0,0,0,"@AdrienneMaloof is maintaining a loving and safe environment for my three beautiful kids and mother! #AdrienneMaloof",,@AdrienneMaloof,#AdrienneMaloof,152124691711143937,https://twitter.com/EBFIVE7/status/152124691711143937
73,2011-12-28 20:31:13,prithi,,0,0,0,"Pesticide Selectivity, Health and the Environment http://on.tbhd.co.vu/12YR1v",,,,152124463524216833,https://twitter.com/prithi/status/152124463524216833
74,2011-12-28 20:19:21,63341,,0,0,0,"#1 Support Teachers & the Environment http://bit.ly/tId9SA via http://outside.in/63341",,,#1,152121478245130240,https://twitter.com/63341/status/152121478245130240
75,2011-12-28 20:16:08,08527,,0,0,0,"Freewood Acres Provides Continued Service in Family Environment http://bit.ly/tIG9LB via http://outside.in/08527",,,,152120671445590016,https://twitter.com/08527/status/152120671445590016
76,2011-12-28 19:38:50,VeroniquePerrot,,0,0,0,"The Shocking Republican Attack on the Environment and Our Drinking Water | | AlterNet http://bit.ly/tjUnzD",,,,152111283750178816,https://twitter.com/VeroniquePerrot/status/152111283750178816
77,2011-12-28 19:23:30,LOONEYLIVE,,0,1,0,"Only 1Day Away From #EPICThursdays @VelvetRoom_901 Come Experience The Grown & Sexy Environment #ALLINENT http://lockerz.com/s/169101307",,@VelvetRoom_901,#EPICThursdays #ALLINENT,152107424361365504,https://twitter.com/LOONEYLIVE/status/152107424361365504
78,2011-12-28 19:09:56,donnyhockett1,,0,0,0,"Our office is well known for our teamwork and positive environment. Most of the 200 of us are rearing ""traditional"" families. Coincidence?",,,,152104008104951809,https://twitter.com/donnyhockett1/status/152104008104951809
79,2011-12-28 18:55:58,daniemichie,,0,0,0,"GOOD NEWS!!!!!!!!!!! RT @AM980News: A snowsquall warning for the London-area has been lifted by Environment Canada. #fb #ldnont",,@AM980News,#fb #ldnont,152100494863646720,https://twitter.com/daniemichie/status/152100494863646720
80,2011-12-28 18:42:11,Thats_Chalise,,0,0,0,"A chill environment can cure so much in a persons life...",,,,152097024152567808,https://twitter.com/Thats_Chalise/status/152097024152567808
81,2011-12-28 18:32:54,63304,,0,0,0,"#1 Support Teachers & the Environment http://bit.ly/sCjHF5 via http://outside.in/63304",,,#1,152094690253082625,https://twitter.com/63304/status/152094690253082625
82,2011-12-28 18:32:51,63017,,0,0,0,"#1 Support Teachers & the Environment http://bit.ly/rJMjUP via http://outside.in/63017",,,#1,152094676944551936,https://twitter.com/63017/status/152094676944551936
83,2011-12-28 18:10:18,BrettHulseyWI,,0,0,0,"“ @CapTimes: Spencer Black: Walker and environment: ‘That dog don’t hunt’ http://dlvr.it/12Xbrd ” As we used to say down on the farm #notmine",,@CapTimes,#notmine,152089003246632960,https://twitter.com/BrettHulseyWI/status/152089003246632960
84,2011-12-28 14:51:40,Articoz,,0,0,0,"we're happy to have the #Irving project in NS. Time to continue opening #opportunities to new technologies not only related to Environment",,,#Irving #opportunities,152039012570382337,https://twitter.com/Articoz/status/152039012570382337
85,2011-12-28 14:48:49,GetMinEnginJobs,,0,0,0,"Health, Environment,... - #Houston , TX (http://tinyurl.com/cvpsm8a ) Get Mining Engineering Jobs #MiningEngineering #jobs #job #GetAllJobs",,,#Houston #MiningEngineering #jobs #job #GetAllJobs,152038295738646530,https://twitter.com/GetMinEnginJobs/status/152038295738646530
86,2011-12-28 14:33:08,614Treasure,,0,0,0,"Time moves slow when ur in a environment you dont wanna be in",,,,152034352119812096,https://twitter.com/614Treasure/status/152034352119812096
87,2011-12-28 13:33:42,GetAnimalJobs,,0,0,0,"Telecommute Environment, Human Rights, Anim... - #Atlanta , GA (http://tinyurl.com/d36et7w ) Get Animal Jobs #Animal #jobs #job #GetAllJobs",,,#Atlanta #Animal #jobs #job #GetAllJobs,152019393914748928,https://twitter.com/GetAnimalJobs/status/152019393914748928
88,2011-12-28 12:45:59,GetBioTechnJobs,,0,0,0,"Environment... - #Greenville , SC (http://tinyurl.com/87nts27 ) Get Biological Technician Jobs #BiologicalTechnician #jobs #job #GetAllJobs",,,#Greenville #BiologicalTechnician #jobs #job #GetAllJobs,152007383378432001,https://twitter.com/GetBioTechnJobs/status/152007383378432001
89,2011-12-28 12:15:01,callxpress,,0,0,0,"Did you know CallXpress 8.1 achieves a resilient Environment through high availability and remote disaster recovery - http://bit.ly/eED5Gj",,,,151999592370683904,https://twitter.com/callxpress/status/151999592370683904
90,2011-12-28 12:09:12,RJEquality,,0,0,0,"Among all of @boblatta's disappointments, none is as devastating as his recent Top 10 Enemies of the Environment award.",,@boblatta,,151998128696987648,https://twitter.com/RJEquality/status/151998128696987648
91,2011-12-28 08:30:52,62707,,0,0,0,"Op/Ed: Illinois legal environment gets dubious distinction http://bit.ly/rIwBiL via http://outside.in/62707",,,,151943184673542145,https://twitter.com/62707/status/151943184673542145
92,2011-12-28 06:25:44,tamarafaith,,0,0,0,"Yall dont know how much I can't wait to back in a college partying/club environment. #Icant with this...",,,#Icant,151911694187233281,https://twitter.com/tamarafaith/status/151911694187233281
93,2011-12-28 06:22:59,FocusOnKierra,,0,0,0,"@ayeeitsdonovan lol I can't deal with that environment anymore; after that basketball game",,@ayeeitsdonovan,,151911001330163712,https://twitter.com/FocusOnKierra/status/151911001330163712
94,2011-12-28 05:15:45,IAmWillMarsh,,0,0,0,"LA probably isn't the healthiest environment for Quin Snyder #makinitsnow",,,#makinitsnow,151894080740278273,https://twitter.com/IAmWillMarsh/status/151894080740278273
95,2011-12-28 05:01:32,GetAnimalJobs,,0,0,0,"Telecommute Environment, Human Rights, Ani... - #Portland , OR (http://tinyurl.com/d99k8ve ) Get Animal Jobs #Animal #jobs #job #GetAllJobs",,,#Portland #Animal #jobs #job #GetAllJobs,151890503024115713,https://twitter.com/GetAnimalJobs/status/151890503024115713
96,2011-12-28 04:49:18,topix_fl,,0,0,0,"Our environment in review: 2011 - http://bit.ly/tEHq8E #MiamiBeach #Florida",,,#MiamiBeach #Florida,151887425122205696,https://twitter.com/topix_fl/status/151887425122205696
97,2011-12-28 04:42:29,GetAnimalJobs,,0,0,0,"Telecommute Environment, Human Rights, Anim... - #Anaheim , CA (http://tinyurl.com/btt2vu4 ) Get Animal Jobs #Animal #jobs #job #GetAllJobs",,,#Anaheim #Animal #jobs #job #GetAllJobs,151885707093344256,https://twitter.com/GetAnimalJobs/status/151885707093344256
98,2011-12-28 04:32:12,MrsKrownRoyale,ItsMagicMarques,1,0,0,"@ItsMagicMarques u are who keep around you! Some people do not realize that! Your environment does effect who you are",,@ItsMagicMarques,,151883122026360832,https://twitter.com/MrsKrownRoyale/status/151883122026360832
99,2011-12-28 04:13:21,GetAnimalJobs,,0,0,0,"Telecommute Environment, Human Rights, Ani... - #Brooklyn , NY (http://tinyurl.com/ccz4um6 ) Get Animal Jobs #Animal #jobs #job #GetAllJobs",,,#Brooklyn #Animal #jobs #job #GetAllJobs,151878377412894720,https://twitter.com/GetAnimalJobs/status/151878377412894720
100,2011-12-28 03:34:02,sweetsamiemae,,0,0,0,"@Gabe_DjXclusive I'm glad 2 b on break but all I do is work so I need a change of environment lol",,@Gabe_DjXclusive,,151868483418865665,https://twitter.com/sweetsamiemae/status/151868483418865665
101,2011-12-28 02:55:10,GetAnimalJobs,,0,0,0,"Telecommute Environment, Human Rights, Anima... - #ElPaso , TX (http://tinyurl.com/d2pmdzb ) Get Animal Jobs #Animal #jobs #job #GetAllJobs",,,#ElPaso #Animal #jobs #job #GetAllJobs,151858700720680961,https://twitter.com/GetAnimalJobs/status/151858700720680961
102,2011-12-28 02:05:57,adunkman,JamesEggers,0,0,0,"@JamesEggers I use less, but it's a PITA to compile as our deployed environment has a read-only file system. Love the language though.",,@JamesEggers,,151846317025542144,https://twitter.com/adunkman/status/151846317025542144
103,2011-12-27 23:46:28,LOYAL_ROYAL5,,0,1,0,"I want to meet new people tired of the same environment",,,,151811212018061312,https://twitter.com/LOYAL_ROYAL5/status/151811212018061312
104,2011-12-27 22:26:38,fking_amazing,,0,0,0,"Be in control of you environment .",,,,151791121373212672,https://twitter.com/fking_amazing/status/151791121373212672
105,2011-12-27 20:51:50,savagemodee,,0,1,0,"Love this environment @China Peak Mountain http://instagr.am/p/cK5go/",,@China,,151767264369180672,https://twitter.com/savagemodee/status/151767264369180672
106,2011-12-27 18:34:06,92075,,0,0,0,"Round-Trip 101 Saves Lives, the Environment http://bit.ly/tB7Dfu via http://outside.in/92075",,,,151732606038310913,https://twitter.com/92075/status/151732606038310913
107,2011-12-27 18:34:06,92024,,0,0,0,"Round-Trip 101 Saves Lives, the Environment http://bit.ly/uE2510 via http://outside.in/92024",,,,151732604100550657,https://twitter.com/92024/status/151732604100550657
108,2011-12-27 18:34:06,92009,,0,0,0,"Round-Trip 101 Saves Lives, the Environment http://bit.ly/v1rf81 via http://outside.in/92009",,,,151732603765006336,https://twitter.com/92009/status/151732603765006336
109,2011-12-27 18:34:06,92007,,0,0,0,"Round-Trip 101 Saves Lives, the Environment http://bit.ly/sZo8PF via http://outside.in/92007",,,,151732602934534144,https://twitter.com/92007/status/151732602934534144
110,2011-12-27 18:01:55,CarmelBeau_,,0,0,0,"“@MyTweets_Live:Sometimes the best thing you can do is break away from negative people and put yourself in a positive, healthy environment.”",,@MyTweets_Live,,151724505939705856,https://twitter.com/CarmelBeau_/status/151724505939705856
111,2011-12-27 17:54:24,d1ong,,0,0,0,"@SportsCenter: Brees MVP hands down! Brady and Rodgers are products of their environment!",,@SportsCenter,,151722612085637122,https://twitter.com/d1ong/status/151722612085637122
112,2011-12-27 17:27:39,cheerLo,,0,0,0,"My room is an ice box. I've adapted to my sleep environment and have now genetically mutated myself into a large warm meatbag",,,,151715882874310658,https://twitter.com/cheerLo/status/151715882874310658
113,2011-12-27 16:24:44,jackienw,,0,0,0,"I'm at Colorado Department of Public Health & Environment (4300 S Cherry Creek Drive, Denver) http://4sq.com/u4SDrW",,,,151700048831459328,https://twitter.com/jackienw/status/151700048831459328
114,2011-12-27 16:06:58,budjames,,0,0,0,"I'm at UA Controlled Environment Agriculture Center (4104 N. Campbell Ave., Campbell and Roger, Tucson) http://4sq.com/uisJZC",,,,151695576080199681,https://twitter.com/budjames/status/151695576080199681
115,2011-12-27 15:07:34,tmj_CO_banking,,0,0,0,"#Greeley , CO #Banking #Job: Experienced Loan Processor Needed for Professional Environment at Adecco http://bit.ly/suIXOv #Jobs",,,#Greeley #Banking #Job #Jobs,151680629648539648,https://twitter.com/tmj_CO_banking/status/151680629648539648
116,2011-12-27 13:59:41,alpert,,0,0,0,". @kenarcherdc @washingtonpost When we said reason for canceling was environment & Kindle ed., rep said ""won't you miss the coupons""? Um, no.",,@kenarcherdc @washingtonpost,,151663545937952768,https://twitter.com/alpert/status/151663545937952768
